"","Trial","Dist_fis","Respuesta","Sujeto","Bloque"
"1247",17,5,4,"S015","INDVIRTUAL"
"1248",18,1,1.5,"S015","INDVIRTUAL"
"1249",19,3,4,"S015","INDVIRTUAL"
"1250",20,1,1.5,"S015","INDVIRTUAL"
"1251",21,2,3,"S015","INDVIRTUAL"
"1252",22,5,4,"S015","INDVIRTUAL"
"1253",23,6,4,"S015","INDVIRTUAL"
"1254",24,4,4,"S015","INDVIRTUAL"
"1255",1,1,1.5,"S015","REAL"
"1256",2,5,3,"S015","REAL"
"1257",3,3,4,"S015","REAL"
"1258",4,6,4,"S015","REAL"
"1259",5,4,4.5,"S015","REAL"
"1260",6,2,4,"S015","REAL"
"1261",7,6,5,"S015","REAL"
"1262",8,4,5.5,"S015","REAL"
"1263",9,2,3,"S015","REAL"
"1264",10,1,2,"S015","REAL"
"1265",11,5,4,"S015","REAL"
"1266",12,3,4,"S015","REAL"
"1267",13,4,5,"S015","REAL"
"1268",14,1,2,"S015","REAL"
"1269",15,5,4,"S015","REAL"
"1270",16,6,5,"S015","REAL"
"1271",17,3,5,"S015","REAL"
"1272",18,2,3.5,"S015","REAL"
"1273",19,5,4,"S015","REAL"
"1274",20,2,3.5,"S015","REAL"
"1275",21,6,5,"S015","REAL"
"1276",22,3,5,"S015","REAL"
"1277",23,1,2,"S015","REAL"
"1278",24,4,3.5,"S015","REAL"
"1279",1,5,1,"S015","SIMULADO"
"1280",2,4,0.5,"S015","SIMULADO"
"1281",3,2,0.3,"S015","SIMULADO"
"1282",4,1,0.15,"S015","SIMULADO"
"1283",5,6,2,"S015","SIMULADO"
"1284",6,3,1.5,"S015","SIMULADO"
"1285",7,6,2,"S015","SIMULADO"
"1286",8,3,1,"S015","SIMULADO"
"1287",9,1,0.1,"S015","SIMULADO"
"1288",10,2,0.5,"S015","SIMULADO"
"1289",11,5,1.5,"S015","SIMULADO"
"1290",12,4,0.6,"S015","SIMULADO"
"1291",13,3,1,"S015","SIMULADO"
"1292",14,2,1,"S015","SIMULADO"
"1293",15,1,0.5,"S015","SIMULADO"
"1294",16,4,1,"S015","SIMULADO"
"1295",17,5,1.5,"S015","SIMULADO"
"1296",18,6,2,"S015","SIMULADO"
"1297",19,6,2,"S015","SIMULADO"
"1298",20,4,0.5,"S015","SIMULADO"
"1299",21,5,1.5,"S015","SIMULADO"
"1300",22,2,0.5,"S015","SIMULADO"
"1301",23,1,0.15,"S015","SIMULADO"
"1302",24,3,1,"S015","SIMULADO"
"1303",1,3,3,"S015","VIRTUAL"
"1304",2,1,1.5,"S015","VIRTUAL"
"1305",3,5,3,"S015","VIRTUAL"
"1306",4,4,3,"S015","VIRTUAL"
"1307",5,2,2.5,"S015","VIRTUAL"
"1308",6,6,4,"S015","VIRTUAL"
"1309",7,1,1.5,"S015","VIRTUAL"
"1310",8,6,4,"S015","VIRTUAL"
"1311",9,3,3,"S015","VIRTUAL"
"1312",10,5,4,"S015","VIRTUAL"
"1313",11,4,4,"S015","VIRTUAL"
"1314",12,2,3,"S015","VIRTUAL"
"1315",13,6,4,"S015","VIRTUAL"
"1316",14,5,4,"S015","VIRTUAL"
"1317",15,1,1.5,"S015","VIRTUAL"
"1318",16,2,2.5,"S015","VIRTUAL"
"1319",17,4,4,"S015","VIRTUAL"
"1320",18,3,4,"S015","VIRTUAL"
"1321",19,2,3,"S015","VIRTUAL"
"1322",20,3,3,"S015","VIRTUAL"
"1323",21,5,4,"S015","VIRTUAL"
"1324",22,4,4,"S015","VIRTUAL"
"1325",23,1,1.5,"S015","VIRTUAL"
"1326",24,6,4,"S015","VIRTUAL"
"1327",1,6,4,"S016","INDVIRTUAL"
"1328",2,4,1,"S016","INDVIRTUAL"
"1329",3,5,3,"S016","INDVIRTUAL"
"1330",4,1,0.3,"S016","INDVIRTUAL"
"1331",5,3,1.5,"S016","INDVIRTUAL"
"1332",6,2,1.5,"S016","INDVIRTUAL"
"1333",7,2,1.5,"S016","INDVIRTUAL"
"1334",8,4,4,"S016","INDVIRTUAL"
"1335",9,5,4,"S016","INDVIRTUAL"
"1336",10,3,3,"S016","INDVIRTUAL"
"1337",11,1,0.5,"S016","INDVIRTUAL"
"1338",12,6,5,"S016","INDVIRTUAL"
"1339",13,4,5,"S016","INDVIRTUAL"
"1340",14,2,3,"S016","INDVIRTUAL"
"1341",15,6,2,"S016","INDVIRTUAL"
"1342",16,5,3,"S016","INDVIRTUAL"
"1343",17,1,0.5,"S016","INDVIRTUAL"
"1344",18,3,5,"S016","INDVIRTUAL"
"1345",19,3,5,"S016","INDVIRTUAL"
"1346",20,5,4,"S016","INDVIRTUAL"
"1347",21,4,2,"S016","INDVIRTUAL"
"1348",22,6,4,"S016","INDVIRTUAL"
"1349",23,1,1,"S016","INDVIRTUAL"
"1350",24,2,1,"S016","INDVIRTUAL"
"1351",1,4,2,"S016","REAL"
"1352",2,1,0.5,"S016","REAL"
"1353",3,5,4,"S016","REAL"
"1354",4,3,3,"S016","REAL"
"1355",5,6,5,"S016","REAL"
"1356",6,2,2,"S016","REAL"
"1357",7,2,2,"S016","REAL"
"1358",8,1,1,"S016","REAL"
"1359",9,5,4,"S016","REAL"
"1360",10,4,4,"S016","REAL"
"1361",11,3,3,"S016","REAL"
"1362",12,6,5,"S016","REAL"
"1363",13,6,5,"S016","REAL"
"1364",14,1,1,"S016","REAL"
"1365",15,4,5,"S016","REAL"
"1366",16,5,5,"S016","REAL"
"1367",17,3,3,"S016","REAL"
"1368",18,2,2,"S016","REAL"
"1369",19,1,1,"S016","REAL"
"1370",20,5,4,"S016","REAL"
"1371",21,2,1,"S016","REAL"
"1372",22,6,5,"S016","REAL"
"1373",23,3,3,"S016","REAL"
"1374",24,4,5,"S016","REAL"
"1375",1,2,0.7,"S016","SIMULADO"
"1376",2,3,0.7,"S016","SIMULADO"
"1377",3,6,0.5,"S016","SIMULADO"
"1378",4,4,0.5,"S016","SIMULADO"
"1379",5,5,0.7,"S016","SIMULADO"
"1380",6,1,0.7,"S016","SIMULADO"
"1381",7,3,1,"S016","SIMULADO"
"1382",8,1,1,"S016","SIMULADO"
"1383",9,4,1,"S016","SIMULADO"
"1384",10,6,3,"S016","SIMULADO"
"1385",11,5,1.5,"S016","SIMULADO"
"1386",12,2,1,"S016","SIMULADO"
"1387",13,3,1,"S016","SIMULADO"
"1388",14,4,0.7,"S016","SIMULADO"
"1389",15,5,3,"S016","SIMULADO"
"1390",16,2,1,"S016","SIMULADO"
"1391",17,6,4,"S016","SIMULADO"
"1392",18,1,0.7,"S016","SIMULADO"
"1393",19,5,0.5,"S016","SIMULADO"
"1394",20,6,2,"S016","SIMULADO"
"1395",21,3,2,"S016","SIMULADO"
"1396",22,2,1,"S016","SIMULADO"
"1397",23,4,1,"S016","SIMULADO"
"1398",24,1,1,"S016","SIMULADO"
"1399",1,6,6,"S016","VIRTUAL"
"1400",2,5,5,"S016","VIRTUAL"
"1401",3,2,2,"S016","VIRTUAL"
"1402",4,4,4,"S016","VIRTUAL"
"1403",5,3,2,"S016","VIRTUAL"
"1404",6,1,0.5,"S016","VIRTUAL"
"1405",7,5,2,"S016","VIRTUAL"
"1406",8,3,3,"S016","VIRTUAL"
"1407",9,1,1.5,"S016","VIRTUAL"
"1408",10,4,4,"S016","VIRTUAL"
"1409",11,6,5,"S016","VIRTUAL"
"1410",12,2,1.5,"S016","VIRTUAL"
"1411",13,1,0.5,"S016","VIRTUAL"
"1412",14,2,1,"S016","VIRTUAL"
"1413",15,6,3,"S016","VIRTUAL"
"1414",16,3,4,"S016","VIRTUAL"
"1415",17,4,3,"S016","VIRTUAL"
"1416",18,5,5,"S016","VIRTUAL"
"1417",19,1,1,"S016","VIRTUAL"
"1418",20,2,1.5,"S016","VIRTUAL"
"1419",21,5,5,"S016","VIRTUAL"
"1420",22,3,4,"S016","VIRTUAL"
"1421",23,6,6,"S016","VIRTUAL"
"1422",24,4,5,"S016","VIRTUAL"
"1423",1,2,3,"S017","INDVIRTUAL"
"1424",2,3,5,"S017","INDVIRTUAL"
"1425",3,6,6,"S017","INDVIRTUAL"
"1426",4,4,4.5,"S017","INDVIRTUAL"
"1427",5,5,4.5,"S017","INDVIRTUAL"
"1428",6,1,2,"S017","INDVIRTUAL"
"1429",7,3,4,"S017","INDVIRTUAL"
"1430",8,1,2.5,"S017","INDVIRTUAL"
"1431",9,4,5,"S017","INDVIRTUAL"
"1432",10,6,6,"S017","INDVIRTUAL"
"1433",11,5,5.5,"S017","INDVIRTUAL"
"1434",12,2,3,"S017","INDVIRTUAL"
"1435",13,3,4,"S017","INDVIRTUAL"
"1436",14,4,4.5,"S017","INDVIRTUAL"
"1437",15,5,5,"S017","INDVIRTUAL"
"1438",16,2,2.5,"S017","INDVIRTUAL"
"1439",17,6,6,"S017","INDVIRTUAL"
"1440",18,1,1,"S017","INDVIRTUAL"
"1441",19,5,4.5,"S017","INDVIRTUAL"
"1442",20,6,5.5,"S017","INDVIRTUAL"
"1443",21,3,4,"S017","INDVIRTUAL"
"1444",22,2,3,"S017","INDVIRTUAL"
"1445",23,4,5,"S017","INDVIRTUAL"
"1446",24,1,1,"S017","INDVIRTUAL"
"1447",1,4,4,"S017","REAL"
"1448",2,1,1.5,"S017","REAL"
"1449",3,5,5,"S017","REAL"
"1450",4,3,3,"S017","REAL"
"1451",5,6,6,"S017","REAL"
"1452",6,2,3,"S017","REAL"
"1453",7,2,2.5,"S017","REAL"
"1454",8,1,1.5,"S017","REAL"
"1455",9,5,5.5,"S017","REAL"
"1456",10,4,6.5,"S017","REAL"
"1457",11,3,4,"S017","REAL"
"1458",12,6,6,"S017","REAL"
"1459",13,6,6.5,"S017","REAL"
"1460",14,1,2,"S017","REAL"
"1461",15,4,4.5,"S017","REAL"
"1462",16,5,5,"S017","REAL"
"1463",17,3,4,"S017","REAL"
"1464",18,2,2,"S017","REAL"
"1465",19,1,1,"S017","REAL"
"1466",20,5,5.5,"S017","REAL"
"1467",21,2,3.5,"S017","REAL"
"1468",22,6,6,"S017","REAL"
"1469",23,3,4.5,"S017","REAL"
"1470",24,4,5.5,"S017","REAL"
"1471",1,6,2,"S017","SIMULADO"
"1472",2,5,1.5,"S017","SIMULADO"
"1473",3,2,1,"S017","SIMULADO"
"1474",4,4,0.5,"S017","SIMULADO"
"1475",5,3,1,"S017","SIMULADO"
"1476",6,1,0.5,"S017","SIMULADO"
"1477",7,5,2,"S017","SIMULADO"
"1478",8,3,1.5,"S017","SIMULADO"
"1479",9,1,0.5,"S017","SIMULADO"
"1480",10,4,1,"S017","SIMULADO"
"1481",11,6,2,"S017","SIMULADO"
"1482",12,2,0.5,"S017","SIMULADO"
"1483",13,1,0.5,"S017","SIMULADO"
"1484",14,2,1,"S017","SIMULADO"
"1485",15,6,2.5,"S017","SIMULADO"
"1486",16,3,1.5,"S017","SIMULADO"
"1487",17,4,0.5,"S017","SIMULADO"
"1488",18,5,3,"S017","SIMULADO"
"1489",19,1,0.5,"S017","SIMULADO"
"1490",20,2,1,"S017","SIMULADO"
"1491",21,5,2.5,"S017","SIMULADO"
"1492",22,3,1.5,"S017","SIMULADO"
"1493",23,6,3.5,"S017","SIMULADO"
"1494",24,4,1,"S017","SIMULADO"
"1495",1,6,6,"S017","VIRTUAL"
"1496",2,4,6.5,"S017","VIRTUAL"
"1497",3,5,5,"S017","VIRTUAL"
"1498",4,1,1,"S017","VIRTUAL"
"1499",5,3,4,"S017","VIRTUAL"
"1500",6,2,3,"S017","VIRTUAL"
"1501",7,2,2.5,"S017","VIRTUAL"
"1502",8,4,5,"S017","VIRTUAL"
"1503",9,5,6,"S017","VIRTUAL"
"1504",10,3,6,"S017","VIRTUAL"
"1505",11,1,1.5,"S017","VIRTUAL"
"1506",12,6,4,"S017","VIRTUAL"
"1507",13,4,3.5,"S017","VIRTUAL"
"1508",14,2,2.5,"S017","VIRTUAL"
"1509",15,6,5,"S017","VIRTUAL"
"1510",16,5,4.5,"S017","VIRTUAL"
"1511",17,1,2,"S017","VIRTUAL"
"1512",18,3,4.5,"S017","VIRTUAL"
"1513",19,3,5.5,"S017","VIRTUAL"
"1514",20,5,4.5,"S017","VIRTUAL"
"1515",21,4,5,"S017","VIRTUAL"
"1516",22,6,6.5,"S017","VIRTUAL"
"1517",23,1,2,"S017","VIRTUAL"
"1518",24,2,3,"S017","VIRTUAL"
"1519",1,6,7,"S018","INDVIRTUAL"
"1520",2,3,5,"S018","INDVIRTUAL"
"1521",3,5,6,"S018","INDVIRTUAL"
"1522",4,1,2,"S018","INDVIRTUAL"
"1523",5,2,4,"S018","INDVIRTUAL"
"1524",6,4,6,"S018","INDVIRTUAL"
"1525",7,5,5,"S018","INDVIRTUAL"
"1526",8,1,2,"S018","INDVIRTUAL"
"1527",9,2,5,"S018","INDVIRTUAL"
"1528",10,3,5,"S018","INDVIRTUAL"
"1529",11,4,6,"S018","INDVIRTUAL"
"1530",12,6,7,"S018","INDVIRTUAL"
"1531",13,4,6,"S018","INDVIRTUAL"
"1532",14,5,6,"S018","INDVIRTUAL"
"1533",15,2,4,"S018","INDVIRTUAL"
"1534",16,3,5,"S018","INDVIRTUAL"
"1535",17,6,7,"S018","INDVIRTUAL"
"1536",18,1,2,"S018","INDVIRTUAL"
"1537",19,4,6,"S018","INDVIRTUAL"
"1538",20,3,5,"S018","INDVIRTUAL"
"1539",21,1,3,"S018","INDVIRTUAL"
"1540",22,5,6,"S018","INDVIRTUAL"
"1541",23,6,7,"S018","INDVIRTUAL"
"1542",24,2,4,"S018","INDVIRTUAL"
"1543",1,5,6,"S018","REAL"
"1544",2,3,5,"S018","REAL"
"1545",3,4,5,"S018","REAL"
"1546",4,6,7,"S018","REAL"
"1547",5,2,5,"S018","REAL"
"1548",6,1,3,"S018","REAL"
"1549",7,1,3,"S018","REAL"
"1550",8,3,6,"S018","REAL"
"1551",9,4,6,"S018","REAL"
"1552",10,2,4,"S018","REAL"
"1553",11,6,6,"S018","REAL"
"1554",12,5,6,"S018","REAL"
"1555",13,3,6,"S018","REAL"
"1556",14,1,2,"S018","REAL"
"1557",15,5,6,"S018","REAL"
"1558",16,4,5,"S018","REAL"
"1559",17,6,6,"S018","REAL"
"1560",18,2,4,"S018","REAL"
"1561",19,2,5,"S018","REAL"
"1562",20,4,6,"S018","REAL"
"1563",21,3,6,"S018","REAL"
"1564",22,5,7,"S018","REAL"
"1565",23,6,7,"S018","REAL"
"1566",24,1,3,"S018","REAL"
"1567",1,4,2,"S018","SIMULADO"
"1568",2,2,2,"S018","SIMULADO"
"1569",3,1,1.5,"S018","SIMULADO"
"1570",4,3,3,"S018","SIMULADO"
"1571",5,6,4,"S018","SIMULADO"
"1572",6,5,5,"S018","SIMULADO"
"1573",7,5,4,"S018","SIMULADO"
"1574",8,1,1.5,"S018","SIMULADO"
"1575",9,4,2,"S018","SIMULADO"
"1576",10,6,4,"S018","SIMULADO"
"1577",11,3,3,"S018","SIMULADO"
"1578",12,2,3,"S018","SIMULADO"
"1579",13,5,4,"S018","SIMULADO"
"1580",14,4,2,"S018","SIMULADO"
"1581",15,3,4,"S018","SIMULADO"
"1582",16,1,1.5,"S018","SIMULADO"
"1583",17,2,2,"S018","SIMULADO"
"1584",18,6,4,"S018","SIMULADO"
"1585",19,2,2,"S018","SIMULADO"
"1586",20,5,4,"S018","SIMULADO"
"1587",21,1,1.5,"S018","SIMULADO"
"1588",22,3,3,"S018","SIMULADO"
"1589",23,6,5,"S018","SIMULADO"
"1590",24,4,2,"S018","SIMULADO"
"1591",1,3,6,"S018","VIRTUAL"
"1592",2,4,6,"S018","VIRTUAL"
"1593",3,1,3,"S018","VIRTUAL"
"1594",4,6,6,"S018","VIRTUAL"
"1595",5,2,4,"S018","VIRTUAL"
"1596",6,5,6,"S018","VIRTUAL"
"1597",7,6,6,"S018","VIRTUAL"
"1598",8,3,5,"S018","VIRTUAL"
"1599",9,1,3,"S018","VIRTUAL"
"1600",10,4,6,"S018","VIRTUAL"
"1601",11,5,6,"S018","VIRTUAL"
"1602",12,2,4,"S018","VIRTUAL"
"1603",13,4,6,"S018","VIRTUAL"
"1604",14,3,5,"S018","VIRTUAL"
"1605",15,5,5,"S018","VIRTUAL"
"1606",16,1,3,"S018","VIRTUAL"
"1607",17,2,4,"S018","VIRTUAL"
"1608",18,6,6,"S018","VIRTUAL"
"1609",19,2,5,"S018","VIRTUAL"
"1610",20,5,6,"S018","VIRTUAL"
"1611",21,4,5,"S018","VIRTUAL"
"1612",22,6,6,"S018","VIRTUAL"
"1613",23,1,3,"S018","VIRTUAL"
"1614",24,3,5,"S018","VIRTUAL"
"1615",1,3,2.5,"S019","INDVIRTUAL"
"1616",2,4,3,"S019","INDVIRTUAL"
"1617",3,1,2,"S019","INDVIRTUAL"
"1618",4,6,3,"S019","INDVIRTUAL"
"1619",5,2,2.5,"S019","INDVIRTUAL"
"1620",6,5,3.5,"S019","INDVIRTUAL"
"1621",7,6,4,"S019","INDVIRTUAL"
"1622",8,3,3,"S019","INDVIRTUAL"
"1623",9,1,2.5,"S019","INDVIRTUAL"
"1624",10,4,3.5,"S019","INDVIRTUAL"
"1625",11,5,4,"S019","INDVIRTUAL"
"1626",12,2,3,"S019","INDVIRTUAL"
"1627",13,4,4,"S019","INDVIRTUAL"
"1628",14,3,4,"S019","INDVIRTUAL"
"1629",15,5,4.5,"S019","INDVIRTUAL"
"1630",16,1,3,"S019","INDVIRTUAL"
"1631",17,2,3.5,"S019","INDVIRTUAL"
"1632",18,6,4.5,"S019","INDVIRTUAL"
"1633",19,2,3.5,"S019","INDVIRTUAL"
"1634",20,5,4,"S019","INDVIRTUAL"
"1635",21,4,4,"S019","INDVIRTUAL"
"1636",22,6,4.5,"S019","INDVIRTUAL"
"1637",23,1,3,"S019","INDVIRTUAL"
"1638",24,3,4,"S019","INDVIRTUAL"
"1639",1,6,2,"S019","REAL"
"1640",2,3,2,"S019","REAL"
"1641",3,5,2.5,"S019","REAL"
"1642",4,1,2,"S019","REAL"
"1643",5,2,2.5,"S019","REAL"
"1644",6,4,3,"S019","REAL"
"1645",7,5,3.5,"S019","REAL"
"1646",8,1,3,"S019","REAL"
"1647",9,2,3.5,"S019","REAL"
"1648",10,3,4,"S019","REAL"
"1649",11,4,4.5,"S019","REAL"
"1650",12,6,4.5,"S019","REAL"
"1651",13,4,4,"S019","REAL"
"1652",14,5,4.5,"S019","REAL"
"1653",15,2,4,"S019","REAL"
"1654",16,3,4.5,"S019","REAL"
"1655",17,6,5,"S019","REAL"
"1656",18,1,3.5,"S019","REAL"
"1657",19,4,4,"S019","REAL"
"1658",20,3,4,"S019","REAL"
"1659",21,1,3,"S019","REAL"
"1660",22,5,4,"S019","REAL"
"1661",23,6,4.5,"S019","REAL"
"1662",24,2,4,"S019","REAL"
"1663",1,4,2,"S019","SIMULADO"
"1664",2,2,1.5,"S019","SIMULADO"
"1665",3,1,1,"S019","SIMULADO"
"1666",4,3,1.5,"S019","SIMULADO"
"1667",5,6,2,"S019","SIMULADO"
"1668",6,5,2,"S019","SIMULADO"
"1669",7,5,2.5,"S019","SIMULADO"
"1670",8,1,1.5,"S019","SIMULADO"
"1671",9,4,1,"S019","SIMULADO"
"1672",10,6,2,"S019","SIMULADO"
"1673",11,3,2.5,"S019","SIMULADO"
"1674",12,2,2,"S019","SIMULADO"
"1675",13,5,3,"S019","SIMULADO"
"1676",14,4,2,"S019","SIMULADO"
"1677",15,3,2.5,"S019","SIMULADO"
"1678",16,1,3,"S019","SIMULADO"
"1679",17,2,2,"S019","SIMULADO"
"1680",18,6,3.5,"S019","SIMULADO"
"1681",19,2,2,"S019","SIMULADO"
"1682",20,5,3,"S019","SIMULADO"
"1683",21,1,3,"S019","SIMULADO"
"1684",22,3,2,"S019","SIMULADO"
"1685",23,6,3.5,"S019","SIMULADO"
"1686",24,4,2,"S019","SIMULADO"
"1687",1,1,2,"S019","VIRTUAL"
"1688",2,5,3,"S019","VIRTUAL"
"1689",3,3,4,"S019","VIRTUAL"
"1690",4,6,4,"S019","VIRTUAL"
"1691",5,4,3.5,"S019","VIRTUAL"
"1692",6,2,3,"S019","VIRTUAL"
"1693",7,6,3.5,"S019","VIRTUAL"
"1694",8,4,4,"S019","VIRTUAL"
"1695",9,2,3.5,"S019","VIRTUAL"
"1696",10,1,2.5,"S019","VIRTUAL"
"1697",11,5,3.5,"S019","VIRTUAL"
"1698",12,3,3.5,"S019","VIRTUAL"
"1699",13,4,4,"S019","VIRTUAL"
"1700",14,1,3,"S019","VIRTUAL"
"1701",15,5,4,"S019","VIRTUAL"
"1702",16,6,4.5,"S019","VIRTUAL"
"1703",17,3,4.5,"S019","VIRTUAL"
"1704",18,2,4,"S019","VIRTUAL"
"1705",19,5,4,"S019","VIRTUAL"
"1706",20,2,3.5,"S019","VIRTUAL"
"1707",21,6,4.5,"S019","VIRTUAL"
"1708",22,3,4,"S019","VIRTUAL"
"1709",23,1,3,"S019","VIRTUAL"
"1710",24,4,4,"S019","VIRTUAL"
"1711",1,4,7,"S020","REAL"
"1712",2,1,2,"S020","REAL"
"1713",3,5,6,"S020","REAL"
"1714",4,3,8,"S020","REAL"
"1715",5,6,7,"S020","REAL"
"1716",6,2,4,"S020","REAL"
"1717",7,2,3,"S020","REAL"
"1718",8,1,1.5,"S020","REAL"
"1719",9,5,4,"S020","REAL"
"1720",10,4,6,"S020","REAL"
"1721",11,3,5,"S020","REAL"
"1722",12,6,7,"S020","REAL"
"1723",13,6,8,"S020","REAL"
"1724",14,1,1.5,"S020","REAL"
"1725",15,4,5,"S020","REAL"
"1726",16,5,4,"S020","REAL"
"1727",17,3,5,"S020","REAL"
"1728",18,2,2,"S020","REAL"
"1729",19,1,1.5,"S020","REAL"
"1730",20,5,5,"S020","REAL"
"1731",21,2,3,"S020","REAL"
"1732",22,6,5,"S020","REAL"
"1733",23,3,6,"S020","REAL"
"1734",24,4,6,"S020","REAL"
"1735",1,5,7,"S020","VIRTUAL"
"1736",2,3,9,"S020","VIRTUAL"
"1737",3,4,7,"S020","VIRTUAL"
"1738",4,6,12,"S020","VIRTUAL"
"1739",5,2,6,"S020","VIRTUAL"
"1740",6,1,4,"S020","VIRTUAL"
"1741",7,1,3,"S020","VIRTUAL"
"1742",8,3,10,"S020","VIRTUAL"
"1743",9,4,8,"S020","VIRTUAL"
"1744",10,2,7,"S020","VIRTUAL"
"1745",11,6,12,"S020","VIRTUAL"
"1746",12,5,9,"S020","VIRTUAL"
"1747",13,3,6,"S020","VIRTUAL"
"1748",14,1,3,"S020","VIRTUAL"
"1749",15,5,9,"S020","VIRTUAL"
"1750",16,4,7,"S020","VIRTUAL"
"1751",17,6,12,"S020","VIRTUAL"
"1752",18,2,7,"S020","VIRTUAL"
"1753",19,2,6,"S020","VIRTUAL"
"1754",20,4,9,"S020","VIRTUAL"
"1755",21,3,7,"S020","VIRTUAL"
"1756",22,5,9,"S020","VIRTUAL"
"1757",23,6,10,"S020","VIRTUAL"
"1758",24,1,3,"S020","VIRTUAL"
"1759",1,3,2,"S021","INDVIRTUAL"
"1760",2,4,2,"S021","INDVIRTUAL"
"1761",3,1,0.5,"S021","INDVIRTUAL"
"1762",4,6,3,"S021","INDVIRTUAL"
"1763",5,2,1,"S021","INDVIRTUAL"
"1764",6,5,2,"S021","INDVIRTUAL"
"1765",7,6,2.5,"S021","INDVIRTUAL"
"1766",8,3,1.5,"S021","INDVIRTUAL"
"1767",9,1,0.5,"S021","INDVIRTUAL"
"1768",10,4,2,"S021","INDVIRTUAL"
"1769",11,5,2,"S021","INDVIRTUAL"
"1770",12,2,1,"S021","INDVIRTUAL"
"1771",13,4,2,"S021","INDVIRTUAL"
"1772",14,3,1.5,"S021","INDVIRTUAL"
"1773",15,5,2,"S021","INDVIRTUAL"
"1774",16,1,0.5,"S021","INDVIRTUAL"
"1775",17,2,1.5,"S021","INDVIRTUAL"
"1776",18,6,2,"S021","INDVIRTUAL"
"1777",19,2,1,"S021","INDVIRTUAL"
"1778",20,5,1.5,"S021","INDVIRTUAL"
"1779",21,4,1.5,"S021","INDVIRTUAL"
"1780",22,6,2.5,"S021","INDVIRTUAL"
"1781",23,1,0.5,"S021","INDVIRTUAL"
"1782",24,3,2,"S021","INDVIRTUAL"
"1783",1,6,4,"S021","REAL"
"1784",2,3,3,"S021","REAL"
"1785",3,5,3,"S021","REAL"
"1786",4,1,0.5,"S021","REAL"
"1787",5,2,1,"S021","REAL"
"1788",6,4,2.5,"S021","REAL"
"1789",7,5,3,"S021","REAL"
"1790",8,1,0.5,"S021","REAL"
"1791",9,2,1.5,"S021","REAL"
"1792",10,3,2,"S021","REAL"
"1793",11,4,2.5,"S021","REAL"
"1794",12,6,3,"S021","REAL"
"1795",13,4,2.5,"S021","REAL"
"1796",14,5,2.5,"S021","REAL"
"1797",15,2,1,"S021","REAL"
"1798",16,3,1.5,"S021","REAL"
"1799",17,6,2,"S021","REAL"
"1800",18,1,0.5,"S021","REAL"
"1801",19,4,2,"S021","REAL"
"1802",20,3,1.5,"S021","REAL"
"1803",21,1,0.5,"S021","REAL"
"1804",22,5,3,"S021","REAL"
"1805",23,6,3,"S021","REAL"
"1806",24,2,1.5,"S021","REAL"
"1807",1,1,1,"S021","SIMULADO"
"1808",2,5,0.5,"S021","SIMULADO"
"1809",3,3,0.5,"S021","SIMULADO"
"1810",4,6,1,"S021","SIMULADO"
"1811",5,4,0.5,"S021","SIMULADO"
"1812",6,2,0.5,"S021","SIMULADO"
"1813",7,6,1,"S021","SIMULADO"
"1814",8,4,1,"S021","SIMULADO"
"1815",9,2,0.5,"S021","SIMULADO"
"1816",10,1,1.5,"S021","SIMULADO"
"1817",11,5,1.5,"S021","SIMULADO"
"1818",12,3,1,"S021","SIMULADO"
"1819",13,4,0.5,"S021","SIMULADO"
"1820",14,1,1,"S021","SIMULADO"
"1821",15,5,0.5,"S021","SIMULADO"
"1822",16,6,0.5,"S021","SIMULADO"
"1823",17,3,1,"S021","SIMULADO"
"1824",18,2,0.5,"S021","SIMULADO"
"1825",19,5,1,"S021","SIMULADO"
"1826",20,2,0.4,"S021","SIMULADO"
"1827",21,6,1,"S021","SIMULADO"
"1828",22,3,0.5,"S021","SIMULADO"
"1829",23,1,0.5,"S021","SIMULADO"
"1830",24,4,0.3,"S021","SIMULADO"
"1831",1,4,2,"S021","VIRTUAL"
"1832",2,2,1,"S021","VIRTUAL"
"1833",3,1,0.5,"S021","VIRTUAL"
"1834",4,3,2,"S021","VIRTUAL"
"1835",5,6,2.5,"S021","VIRTUAL"
"1836",6,5,2,"S021","VIRTUAL"
"1837",7,5,2,"S021","VIRTUAL"
"1838",8,1,0.5,"S021","VIRTUAL"
"1839",9,4,2,"S021","VIRTUAL"
"1840",10,6,2,"S021","VIRTUAL"
"1841",11,3,1.5,"S021","VIRTUAL"
"1842",12,2,1,"S021","VIRTUAL"
"1843",13,5,2,"S021","VIRTUAL"
"1844",14,4,1.5,"S021","VIRTUAL"
"1845",15,3,1.5,"S021","VIRTUAL"
"1846",16,1,0.5,"S021","VIRTUAL"
"1847",17,2,1,"S021","VIRTUAL"
"1848",18,6,2,"S021","VIRTUAL"
"1849",19,2,1,"S021","VIRTUAL"
"1850",20,5,2,"S021","VIRTUAL"
"1851",21,1,0.5,"S021","VIRTUAL"
"1852",22,3,1.5,"S021","VIRTUAL"
"1853",23,6,2,"S021","VIRTUAL"
"1854",24,4,2,"S021","VIRTUAL"
"1855",1,4,6,"S022","INDVIRTUAL"
"1856",2,2,3.5,"S022","INDVIRTUAL"
"1857",3,1,2.5,"S022","INDVIRTUAL"
"1858",4,3,5,"S022","INDVIRTUAL"
"1859",5,6,7,"S022","INDVIRTUAL"
"1860",6,5,7,"S022","INDVIRTUAL"
