"trial" "distancia" "respuesta" "nsub" "condicion" "SesgoAbs" "SesgoRel"
26 6 10 111 "SALA" 4 0.666666666666667
27 3 6 111 "SALA" 3 1
28 1 2 111 "SALA" 1 1
29 5 4 111 "SALA" -1 -0.2
30 2 3 111 "SALA" 1 0.5
1 4 3 112 "SALA" -1 -0.25
2 2 1.5 112 "SALA" -0.5 -0.25
3 5 4 112 "SALA" -1 -0.2
4 1 1 112 "SALA" 0 0
5 3 3.5 112 "SALA" 0.5 0.166666666666667
6 6 5 112 "SALA" -1 -0.166666666666667
7 4 6 112 "SALA" 2 0.5
8 5 6.5 112 "SALA" 1.5 0.3
9 6 6.5 112 "SALA" 0.5 0.0833333333333333
10 3 5 112 "SALA" 2 0.666666666666667
11 1 1 112 "SALA" 0 0
12 2 3 112 "SALA" 1 0.5
13 4 4 112 "SALA" 0 0
14 3 4.5 112 "SALA" 1.5 0.5
15 1 0.5 112 "SALA" -0.5 -0.5
16 6 6 112 "SALA" 0 0
17 2 6 112 "SALA" 4 2
18 5 7 112 "SALA" 2 0.4
19 1 1 112 "SALA" 0 0
20 4 4 112 "SALA" 0 0
21 2 5 112 "SALA" 3 1.5
22 6 6 112 "SALA" 0 0
23 5 6 112 "SALA" 1 0.2
24 3 5.5 112 "SALA" 2.5 0.833333333333333
25 1 1 112 "SALA" 0 0
26 6 4.5 112 "SALA" -1.5 -0.25
27 5 4.5 112 "SALA" -0.5 -0.1
28 4 5 112 "SALA" 1 0.25
29 3 5 112 "SALA" 2 0.666666666666667
30 2 3 112 "SALA" 1 0.5
1 4 3 113 "SALA" -1 -0.25
2 3 3.5 113 "SALA" 0.5 0.166666666666667
3 1 1.5 113 "SALA" 0.5 0.5
4 6 4 113 "SALA" -2 -0.333333333333333
5 5 4 113 "SALA" -1 -0.2
6 2 3 113 "SALA" 1 0.5
7 1 2 113 "SALA" 1 1
8 2 3 113 "SALA" 1 0.5
9 6 4.5 113 "SALA" -1.5 -0.25
10 5 4.5 113 "SALA" -0.5 -0.1
11 4 4.5 113 "SALA" 0.5 0.125
12 3 4 113 "SALA" 1 0.333333333333333
13 6 5 113 "SALA" -1 -0.166666666666667
14 3 3.5 113 "SALA" 0.5 0.166666666666667
15 1 2 113 "SALA" 1 1
16 2 3 113 "SALA" 1 0.5
17 5 5 113 "SALA" 0 0
18 4 4.5 113 "SALA" 0.5 0.125
19 3 3.5 113 "SALA" 0.5 0.166666666666667
20 5 4 113 "SALA" -1 -0.2
21 6 5 113 "SALA" -1 -0.166666666666667
22 2 2.5 113 "SALA" 0.5 0.25
23 1 1 113 "SALA" 0 0
24 4 3 113 "SALA" -1 -0.25
25 4 4.5 113 "SALA" 0.5 0.125
26 3 4 113 "SALA" 1 0.333333333333333
27 6 4.5 113 "SALA" -1.5 -0.25
28 1 2.5 113 "SALA" 1.5 1.5
29 2 3.5 113 "SALA" 1.5 0.75
30 5 5 113 "SALA" 0 0
1 4 6 115 "SALA" 2 0.5
2 3 6 115 "SALA" 3 1
3 2 4 115 "SALA" 2 1
4 5 7 115 "SALA" 2 0.4
5 1 1 115 "SALA" 0 0
6 6 9 115 "SALA" 3 0.5
7 4 9 115 "SALA" 5 1.25
8 1 2 115 "SALA" 1 1
9 2 5 115 "SALA" 3 1.5
10 3 8 115 "SALA" 5 1.66666666666667
11 6 10 115 "SALA" 4 0.666666666666667
12 5 10 115 "SALA" 5 1
13 2 5 115 "SALA" 3 1.5
14 5 9 115 "SALA" 4 0.8
15 1 2 115 "SALA" 1 1
16 6 9 115 "SALA" 3 0.5
17 4 7 115 "SALA" 3 0.75
18 3 6 115 "SALA" 3 1
19 2 5 115 "SALA" 3 1.5
20 4 7 115 "SALA" 3 0.75
21 1 2 115 "SALA" 1 1
22 3 5 115 "SALA" 2 0.666666666666667
23 6 9 115 "SALA" 3 0.5
24 5 6 115 "SALA" 1 0.2
25 2 3 115 "SALA" 1 0.5
26 3 7 115 "SALA" 4 1.33333333333333
27 1 3 115 "SALA" 2 2
28 4 9 115 "SALA" 5 1.25
29 6 10 115 "SALA" 4 0.666666666666667
30 5 7 115 "SALA" 2 0.4
1 6 5 116 "SALA" -1 -0.166666666666667
2 1 2 116 "SALA" 1 1
3 5 4 116 "SALA" -1 -0.2
4 4 4 116 "SALA" 0 0
5 2 3 116 "SALA" 1 0.5
6 3 4 116 "SALA" 1 0.333333333333333
7 4 5 116 "SALA" 1 0.25
8 5 6 116 "SALA" 1 0.2
9 6 7 116 "SALA" 1 0.166666666666667
10 1 1 116 "SALA" 0 0
11 3 3 116 "SALA" 0 0
12 2 4 116 "SALA" 2 1
13 6 7 116 "SALA" 1 0.166666666666667
14 3 3 116 "SALA" 0 0
15 4 4 116 "SALA" 0 0
16 2 2 116 "SALA" 0 0
17 1 1 116 "SALA" 0 0
18 5 4 116 "SALA" -1 -0.2
19 2 3 116 "SALA" 1 0.5
20 5 5 116 "SALA" 0 0
21 6 7 116 "SALA" 1 0.166666666666667
22 4 5 116 "SALA" 1 0.25
23 3 4 116 "SALA" 1 0.333333333333333
24 1 2 116 "SALA" 1 1
25 2 3 116 "SALA" 1 0.5
26 3 4 116 "SALA" 1 0.333333333333333
27 5 5 116 "SALA" 0 0
28 6 6 116 "SALA" 0 0
29 4 5 116 "SALA" 1 0.25
30 1 1 116 "SALA" 0 0
1 1 1 117 "SALA" 0 0
2 3 2 117 "SALA" -1 -0.333333333333333
3 4 3 117 "SALA" -1 -0.25
4 6 4 117 "SALA" -2 -0.333333333333333
5 2 4 117 "SALA" 2 1
6 5 4 117 "SALA" -1 -0.2
7 3 3 117 "SALA" 0 0
8 1 3 117 "SALA" 2 2
9 2 3 117 "SALA" 1 0.5
10 4 2 117 "SALA" -2 -0.5
11 6 3 117 "SALA" -3 -0.5
12 5 2 117 "SALA" -3 -0.6
13 4 3 117 "SALA" -1 -0.25
14 1 1 117 "SALA" 0 0
15 5 4 117 "SALA" -1 -0.2
16 2 4 117 "SALA" 2 1
17 6 5 117 "SALA" -1 -0.166666666666667
18 3 3 117 "SALA" 0 0
19 6 4 117 "SALA" -2 -0.333333333333333
20 5 3 117 "SALA" -2 -0.4
21 4 3 117 "SALA" -1 -0.25
22 2 3 117 "SALA" 1 0.5
23 1 1 117 "SALA" 0 0
24 3 2 117 "SALA" -1 -0.333333333333333
25 3 1 117 "SALA" -2 -0.666666666666667
26 6 5 117 "SALA" -1 -0.166666666666667
27 2 4 117 "SALA" 2 1
28 1 2 117 "SALA" 1 1
29 5 3 117 "SALA" -2 -0.4
30 4 2 117 "SALA" -2 -0.5
1 5 8 118 "SALA" 3 0.6
2 4 8 118 "SALA" 4 1
3 3 7 118 "SALA" 4 1.33333333333333
4 1 3 118 "SALA" 2 2
5 6 10 118 "SALA" 4 0.666666666666667
6 2 4 118 "SALA" 2 1
7 4 8 118 "SALA" 4 1
8 6 7 118 "SALA" 1 0.166666666666667
9 3 6 118 "SALA" 3 1
10 5 7 118 "SALA" 2 0.4
11 2 5 118 "SALA" 3 1.5
12 1 2 118 "SALA" 1 1
13 1 2 118 "SALA" 1 1
14 3 4 118 "SALA" 1 0.333333333333333
15 5 7 118 "SALA" 2 0.4
16 4 8 118 "SALA" 4 1
17 6 9 118 "SALA" 3 0.5
18 2 4 118 "SALA" 2 1
19 2 3 118 "SALA" 1 0.5
20 4 5 118 "SALA" 1 0.25
21 6 7 118 "SALA" 1 0.166666666666667
22 1 2 118 "SALA" 1 1
23 5 8 118 "SALA" 3 0.6
24 3 7 118 "SALA" 4 1.33333333333333
25 1 2 118 "SALA" 1 1
26 2 3 118 "SALA" 1 0.5
27 5 9 118 "SALA" 4 0.8
28 6 10 118 "SALA" 4 0.666666666666667
29 4 9 118 "SALA" 5 1.25
30 3 7 118 "SALA" 4 1.33333333333333
1 6 4 119 "SALA" -2 -0.333333333333333
2 2 1.2 119 "SALA" -0.8 -0.4
3 3 1.3 119 "SALA" -1.7 -0.566666666666667
4 1 0.8 119 "SALA" -0.2 -0.2
5 5 4.5 119 "SALA" -0.5 -0.1
6 4 3.5 119 "SALA" -0.5 -0.125
7 2 2 119 "SALA" 0 0
8 3 2 119 "SALA" -1 -0.333333333333333
9 4 2.5 119 "SALA" -1.5 -0.375
10 6 2.3 119 "SALA" -3.7 -0.616666666666667
11 1 7 119 "SALA" 6 6
12 5 3 119 "SALA" -2 -0.4
13 3 2 119 "SALA" -1 -0.333333333333333
14 2 1.3 119 "SALA" -0.7 -0.35
15 6 3 119 "SALA" -3 -0.5
16 1 0.5 119 "SALA" -0.5 -0.5
17 5 4 119 "SALA" -1 -0.2
18 4 4.5 119 "SALA" 0.5 0.125
19 2 2.5 119 "SALA" 0.5 0.25
20 5 4 119 "SALA" -1 -0.2
21 4 3.8 119 "SALA" -0.2 -0.05
22 6 5 119 "SALA" -1 -0.166666666666667
23 1 0.4 119 "SALA" -0.6 -0.6
24 3 4 119 "SALA" 1 0.333333333333333
25 2 3 119 "SALA" 1 0.5
26 4 4 119 "SALA" 0 0
27 6 4.5 119 "SALA" -1.5 -0.25
28 3 3.2 119 "SALA" 0.2 0.0666666666666667
29 5 3 119 "SALA" -2 -0.4
30 1 0.5 119 "SALA" -0.5 -0.5
1 6 5 120 "SALA" -1 -0.166666666666667
2 3 3 120 "SALA" 0 0
3 2 2.5 120 "SALA" 0.5 0.25
4 5 6 120 "SALA" 1 0.2
5 4 7 120 "SALA" 3 0.75
6 1 0.5 120 "SALA" -0.5 -0.5
7 5 4 120 "SALA" -1 -0.2
8 6 6 120 "SALA" 0 0
9 3 3 120 "SALA" 0 0
10 1 0.5 120 "SALA" -0.5 -0.5
11 4 4 120 "SALA" 0 0
12 2 2 120 "SALA" 0 0
13 4 6 120 "SALA" 2 0.5
14 5 6.5 120 "SALA" 1.5 0.3
15 2 2 120 "SALA" 0 0
16 1 0.5 120 "SALA" -0.5 -0.5
17 3 5 120 "SALA" 2 0.666666666666667
18 6 8 120 "SALA" 2 0.333333333333333
19 5 6 120 "SALA" 1 0.2
20 4 6.5 120 "SALA" 2.5 0.625
21 6 7 120 "SALA" 1 0.166666666666667
22 1 0.5 120 "SALA" -0.5 -0.5
23 2 2 120 "SALA" 0 0
24 3 4 120 "SALA" 1 0.333333333333333
25 1 0.3 120 "SALA" -0.7 -0.7
26 6 7 120 "SALA" 1 0.166666666666667
27 3 4 120 "SALA" 1 0.333333333333333
28 4 8 120 "SALA" 4 1
29 2 1.5 120 "SALA" -0.5 -0.25
30 5 5 120 "SALA" 0 0
1 4 1 121 "SALA" -3 -0.75
2 3 1 121 "SALA" -2 -0.666666666666667
3 5 1 121 "SALA" -4 -0.8
4 2 1 121 "SALA" -1 -0.5
5 6 1 121 "SALA" -5 -0.833333333333333
6 1 0 121 "SALA" -1 -1
7 6 1 121 "SALA" -5 -0.833333333333333
8 5 1 121 "SALA" -4 -0.8
9 3 1 121 "SALA" -2 -0.666666666666667
10 2 1 121 "SALA" -1 -0.5
11 4 1 121 "SALA" -3 -0.75
12 1 0 121 "SALA" -1 -1
13 3 1 121 "SALA" -2 -0.666666666666667
14 4 1 121 "SALA" -3 -0.75
15 6 1 121 "SALA" -5 -0.833333333333333
16 5 1 121 "SALA" -4 -0.8
17 2 0 121 "SALA" -2 -1
18 1 0 121 "SALA" -1 -1
19 4 1 121 "SALA" -3 -0.75
20 2 1 121 "SALA" -1 -0.5
21 1 0 121 "SALA" -1 -1
22 5 2 121 "SALA" -3 -0.6
23 6 2 121 "SALA" -4 -0.666666666666667
24 3 1 121 "SALA" -2 -0.666666666666667
25 1 0 121 "SALA" -1 -1
26 2 1 121 "SALA" -1 -0.5
27 3 1 121 "SALA" -2 -0.666666666666667
28 5 1 121 "SALA" -4 -0.8
29 6 2 121 "SALA" -4 -0.666666666666667
30 4 2 121 "SALA" -2 -0.5
1 5 4 122 "SALA" -1 -0.2
2 6 5 122 "SALA" -1 -0.166666666666667
3 2 3 122 "SALA" 1 0.5
4 3 4 122 "SALA" 1 0.333333333333333
5 1 2 122 "SALA" 1 1
6 4 4 122 "SALA" 0 0
7 2 3 122 "SALA" 1 0.5
8 4 5 122 "SALA" 1 0.25
9 5 4 122 "SALA" -1 -0.2
10 6 6 122 "SALA" 0 0
11 1 2 122 "SALA" 1 1
12 3 4 122 "SALA" 1 0.333333333333333
13 1 2 122 "SALA" 1 1
14 2 4 122 "SALA" 2 1
15 3 6 122 "SALA" 3 1
16 6 7 122 "SALA" 1 0.166666666666667
17 5 6 122 "SALA" 1 0.2
18 4 4 122 "SALA" 0 0
19 3 3 122 "SALA" 0 0
20 6 5 122 "SALA" -1 -0.166666666666667
21 4 4 122 "SALA" 0 0
22 2 3 122 "SALA" 1 0.5
23 1 2 122 "SALA" 1 1
24 5 5 122 "SALA" 0 0
25 1 2 122 "SALA" 1 1
26 3 4 122 "SALA" 1 0.333333333333333
27 2 4 122 "SALA" 2 1
28 4 5 122 "SALA" 1 0.25
29 5 4 122 "SALA" -1 -0.2
30 6 6 122 "SALA" 0 0
1 5 2 123 "SALA" -3 -0.6
2 3 2 123 "SALA" -1 -0.333333333333333
3 6 3 123 "SALA" -3 -0.5
4 4 3 123 "SALA" -1 -0.25
5 1 1 123 "SALA" 0 0
6 2 2 123 "SALA" 0 0
7 6 3 123 "SALA" -3 -0.5
8 1 1 123 "SALA" 0 0
9 3 3 123 "SALA" 0 0
10 4 2 123 "SALA" -2 -0.5
11 2 2 123 "SALA" 0 0
12 5 3 123 "SALA" -2 -0.4
13 4 3 123 "SALA" -1 -0.25
14 2 1 123 "SALA" -1 -0.5
15 1 1 123 "SALA" 0 0
16 6 4 123 "SALA" -2 -0.333333333333333
17 3 3 123 "SALA" 0 0
18 5 2 123 "SALA" -3 -0.6
19 2 1 123 "SALA" -1 -0.5
20 3 1 123 "SALA" -2 -0.666666666666667
21 6 3 123 "SALA" -3 -0.5
22 1 1 123 "SALA" 0 0
23 4 3 123 "SALA" -1 -0.25
24 5 4 123 "SALA" -1 -0.2
25 2 2 123 "SALA" 0 0
26 6 3 123 "SALA" -3 -0.5
27 5 2 123 "SALA" -3 -0.6
28 3 2 123 "SALA" -1 -0.333333333333333
29 1 1 123 "SALA" 0 0
30 4 3 123 "SALA" -1 -0.25
1 6 2 124 "SALA" -4 -0.666666666666667
2 1 1 124 "SALA" 0 0
3 5 2 124 "SALA" -3 -0.6
4 2 1.5 124 "SALA" -0.5 -0.25
5 3 2 124 "SALA" -1 -0.333333333333333
6 4 3 124 "SALA" -1 -0.25
7 2 1.5 124 "SALA" -0.5 -0.25
8 6 2 124 "SALA" -4 -0.666666666666667
9 4 2 124 "SALA" -2 -0.5
10 5 2 124 "SALA" -3 -0.6
11 3 1 124 "SALA" -2 -0.666666666666667
12 1 0.5 124 "SALA" -0.5 -0.5
13 5 3 124 "SALA" -2 -0.4
14 1 1 124 "SALA" 0 0
15 6 3 124 "SALA" -3 -0.5
16 4 2 124 "SALA" -2 -0.5
17 2 2 124 "SALA" 0 0
18 3 3 124 "SALA" 0 0
19 3 2 124 "SALA" -1 -0.333333333333333
20 1 1 124 "SALA" 0 0
21 6 3 124 "SALA" -3 -0.5
22 5 2 124 "SALA" -3 -0.6
23 2 2 124 "SALA" 0 0
24 4 3 124 "SALA" -1 -0.25
25 1 1 124 "SALA" 0 0
26 2 3 124 "SALA" 1 0.5
27 6 3 124 "SALA" -3 -0.5
28 5 2 124 "SALA" -3 -0.6
29 3 2 124 "SALA" -1 -0.333333333333333
30 4 2 124 "SALA" -2 -0.5
1 3 3 125 "SALA" 0 0
2 1 1 125 "SALA" 0 0
3 2 2 125 "SALA" 0 0
4 6 4 125 "SALA" -2 -0.333333333333333
5 5 5 125 "SALA" 0 0
6 4 6 125 "SALA" 2 0.5
7 6 10 125 "SALA" 4 0.666666666666667
8 1 2 125 "SALA" 1 1
9 2 3 125 "SALA" 1 0.5
10 4 5 125 "SALA" 1 0.25
11 3 6 125 "SALA" 3 1
12 5 10 125 "SALA" 5 1
13 3 15 125 "SALA" 12 4
14 5 10 125 "SALA" 5 1
15 4 12 125 "SALA" 8 2
16 2 5 125 "SALA" 3 1.5
17 1 2 125 "SALA" 1 1
18 6 15 125 "SALA" 9 1.5
19 6 20 125 "SALA" 14 2.33333333333333
20 2 5 125 "SALA" 3 1.5
21 3 10 125 "SALA" 7 2.33333333333333
22 5 15 125 "SALA" 10 2
23 4 15 125 "SALA" 11 2.75
24 1 5 125 "SALA" 4 4
25 1 2 125 "SALA" 1 1
26 5 10 125 "SALA" 5 1
27 2 15 125 "SALA" 13 6.5
28 3 12 125 "SALA" 9 3
29 6 15 125 "SALA" 9 1.5
30 4 15 125 "SALA" 11 2.75
1 2 5 126 "SALA" 3 1.5
2 6 8 126 "SALA" 2 0.333333333333333
3 4 7 126 "SALA" 3 0.75
4 5 8 126 "SALA" 3 0.6
5 1 1 126 "SALA" 0 0
6 3 4 126 "SALA" 1 0.333333333333333
7 1 1 126 "SALA" 0 0
8 3 3 126 "SALA" 0 0
9 2 2.5 126 "SALA" 0.5 0.25
10 6 10 126 "SALA" 4 0.666666666666667
11 5 8 126 "SALA" 3 0.6
12 4 7 126 "SALA" 3 0.75
13 6 9 126 "SALA" 3 0.5
14 3 6 126 "SALA" 3 1
15 4 5 126 "SALA" 1 0.25
16 2 3 126 "SALA" 1 0.5
17 1 1 126 "SALA" 0 0
18 5 4 126 "SALA" -1 -0.2
19 1 1 126 "SALA" 0 0
20 5 7 126 "SALA" 2 0.4
21 3 5 126 "SALA" 2 0.666666666666667
22 4 5 126 "SALA" 1 0.25
23 6 7 126 "SALA" 1 0.166666666666667
24 2 3 126 "SALA" 1 0.5
25 3 4 126 "SALA" 1 0.333333333333333
26 1 1 126 "SALA" 0 0
27 6 12 126 "SALA" 6 1
28 2 4 126 "SALA" 2 1
29 5 4 126 "SALA" -1 -0.2
30 4 5 126 "SALA" 1 0.25
1 5 3 127 "SALA" -2 -0.4
2 1 1 127 "SALA" 0 0
3 6 6 127 "SALA" 0 0
4 4 4 127 "SALA" 0 0
5 3 3 127 "SALA" 0 0
6 2 1.5 127 "SALA" -0.5 -0.25
7 4 3 127 "SALA" -1 -0.25
8 1 1 127 "SALA" 0 0
9 6 4 127 "SALA" -2 -0.333333333333333
10 5 3 127 "SALA" -2 -0.4
11 2 2 127 "SALA" 0 0
12 3 3 127 "SALA" 0 0
13 3 5 127 "SALA" 2 0.666666666666667
14 1 1 127 "SALA" 0 0
15 6 7 127 "SALA" 1 0.166666666666667
16 4 6 127 "SALA" 2 0.5
17 2 3 127 "SALA" 1 0.5
18 5 4.5 127 "SALA" -0.5 -0.1
19 4 4.5 127 "SALA" 0.5 0.125
20 3 3 127 "SALA" 0 0
21 2 2 127 "SALA" 0 0
22 5 5 127 "SALA" 0 0
23 6 7 127 "SALA" 1 0.166666666666667
24 1 2 127 "SALA" 1 1
25 6 6 127 "SALA" 0 0
26 1 1 127 "SALA" 0 0
27 5 5 127 "SALA" 0 0
28 3 4 127 "SALA" 1 0.333333333333333
29 2 3 127 "SALA" 1 0.5
30 4 7 127 "SALA" 3 0.75
1 2 2 128 "SALA" 0 0
2 4 4 128 "SALA" 0 0
3 6 4 128 "SALA" -2 -0.333333333333333
4 3 3 128 "SALA" 0 0
5 1 1 128 "SALA" 0 0
6 5 3 128 "SALA" -2 -0.4
7 4 5 128 "SALA" 1 0.25
8 3 4 128 "SALA" 1 0.333333333333333
9 1 1 128 "SALA" 0 0
10 2 2 128 "SALA" 0 0
11 5 6 128 "SALA" 1 0.2
12 6 7 128 "SALA" 1 0.166666666666667
13 4 5 128 "SALA" 1 0.25
14 1 1 128 "SALA" 0 0
15 3 3 128 "SALA" 0 0
16 5 5 128 "SALA" 0 0
17 6 4 128 "SALA" -2 -0.333333333333333
18 2 3 128 "SALA" 1 0.5
19 2 2 128 "SALA" 0 0
20 3 4 128 "SALA" 1 0.333333333333333
21 5 5 128 "SALA" 0 0
22 1 1 128 "SALA" 0 0
23 4 7 128 "SALA" 3 0.75
24 6 8 128 "SALA" 2 0.333333333333333
25 3 6 128 "SALA" 3 1
26 5 5 128 "SALA" 0 0
27 1 1 128 "SALA" 0 0
28 4 4 128 "SALA" 0 0
29 6 7 128 "SALA" 1 0.166666666666667
30 2 4 128 "SALA" 2 1
1 6 7 129 "SALA" 1 0.166666666666667
2 4 6 129 "SALA" 2 0.5
3 2 3 129 "SALA" 1 0.5
4 5 6 129 "SALA" 1 0.2
5 3 4 129 "SALA" 1 0.333333333333333
6 1 2 129 "SALA" 1 1
7 5 7 129 "SALA" 2 0.4
8 1 2 129 "SALA" 1 1
9 4 6 129 "SALA" 2 0.5
10 3 6 129 "SALA" 3 1
11 6 8 129 "SALA" 2 0.333333333333333
12 2 6 129 "SALA" 4 2
13 5 7 129 "SALA" 2 0.4
14 4 7 129 "SALA" 3 0.75
15 1 3 129 "SALA" 2 2
16 6 8 129 "SALA" 2 0.333333333333333
17 3 5 129 "SALA" 2 0.666666666666667
18 2 4 129 "SALA" 2 1
19 4 6 129 "SALA" 2 0.5
20 2 6 129 "SALA" 4 2
21 1 2 129 "SALA" 1 1
22 3 5 129 "SALA" 2 0.666666666666667
23 6 7 129 "SALA" 1 0.166666666666667
24 5 6 129 "SALA" 1 0.2
25 3 6 129 "SALA" 3 1
26 5 7 129 "SALA" 2 0.4
27 4 7 129 "SALA" 3 0.75
28 1 1 129 "SALA" 0 0
29 6 5 129 "SALA" -1 -0.166666666666667
30 2 4 129 "SALA" 2 1
1 3 5 130 "SALA" 2 0.666666666666667
2 4 5 130 "SALA" 1 0.25
3 1 3 130 "SALA" 2 2
4 2 5 130 "SALA" 3 1.5
5 6 6 130 "SALA" 0 0
6 5 5 130 "SALA" 0 0
7 1 2 130 "SALA" 1 1
8 2 4 130 "SALA" 2 1
9 4 6 130 "SALA" 2 0.5
10 6 7 130 "SALA" 1 0.166666666666667
11 5 5 130 "SALA" 0 0
12 3 4 130 "SALA" 1 0.333333333333333
13 3 4 130 "SALA" 1 0.333333333333333
14 2 3 130 "SALA" 1 0.5
15 1 2 130 "SALA" 1 1
16 5 6 130 "SALA" 1 0.2
17 4 5 130 "SALA" 1 0.25
18 6 6 130 "SALA" 0 0
19 5 5 130 "SALA" 0 0
20 4 4 130 "SALA" 0 0
21 1 2 130 "SALA" 1 1
22 6 7 130 "SALA" 1 0.166666666666667
23 2 3 130 "SALA" 1 0.5
24 3 4 130 "SALA" 1 0.333333333333333
25 1 2 130 "SALA" 1 1
26 3 4 130 "SALA" 1 0.333333333333333
27 2 3 130 "SALA" 1 0.5
28 4 6 130 "SALA" 2 0.5
29 6 5 130 "SALA" -1 -0.166666666666667
30 5 4 130 "SALA" -1 -0.2
