participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,soundEstimulus,key_resp_3.keys,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/5.wav,,,1,0,6,4,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,9,,,,,,estimulos/3.wav,,,1,1,7,2,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/4.wav,,,1,2,8,3,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,,,,,,estimulos/2.wav,,,1,3,9,1,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,6,,,,,,estimulos/1.wav,,,1,4,10,0,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,12,,,,,,estimulos/6.wav,,,1,5,11,5,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,11,,,,,,estimulos/5.wav,,,2,0,12,4,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/3.wav,,,2,1,13,2,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,9,,,,,,estimulos/2.wav,,,2,2,14,1,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/4.wav,,,2,3,15,3,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,11,,,,,,estimulos/6.wav,,,2,4,16,5,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,6,,,,,,estimulos/1.wav,,,2,5,17,0,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/3.wav,,,3,0,18,2,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,11,,,,,,estimulos/5.wav,,,3,1,19,4,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,,,,,,estimulos/2.wav,,,3,2,20,1,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,6,,,,,,estimulos/1.wav,,,3,3,21,0,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,12,,,,,,estimulos/6.wav,,,3,4,22,5,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,10,,,,,,estimulos/4.wav,,,3,5,23,3,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,7,,,,,,estimulos/1.wav,,,4,0,24,0,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,9,,,,,,estimulos/3.wav,,,4,1,25,2,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,8,,,,,,estimulos/2.wav,,,4,2,26,1,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,11,,,,,,estimulos/5.wav,,,4,3,27,4,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,12,,,,,,estimulos/6.wav,,,4,4,28,5,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,11,,,,,,estimulos/4.wav,,,4,5,29,3,1
019,001,2023-02-09_17h06.59.488,audio-text-input,2022.2.2,Win32,58.62695667,,,,,,,,,,,,,,,,,,,,,,
